4,1
18,1
19,1
27,1
28,1
29,3
30,2
32,1
33,4
35,3
36,7
37,7
38,7
39,7
40,7
41,7
42,7
43,7
44,7
45,7
46,7
47,7
48,7
49,7
50,7
51,2
52,3
